,date,county,state,fips,cases,deaths
44,2020-02-01,Suffolk,Massachusetts,25025.0,1,0.0
52,2020-02-02,Suffolk,Massachusetts,25025.0,1,0.0
60,2020-02-03,Suffolk,Massachusetts,25025.0,1,0.0
68,2020-02-04,Suffolk,Massachusetts,25025.0,1,0.0
76,2020-02-05,Suffolk,Massachusetts,25025.0,1,0.0
85,2020-02-06,Suffolk,Massachusetts,25025.0,1,0.0
94,2020-02-07,Suffolk,Massachusetts,25025.0,1,0.0
103,2020-02-08,Suffolk,Massachusetts,25025.0,1,0.0
112,2020-02-09,Suffolk,Massachusetts,25025.0,1,0.0
122,2020-02-10,Suffolk,Massachusetts,25025.0,1,0.0
132,2020-02-11,Suffolk,Massachusetts,25025.0,1,0.0
142,2020-02-12,Suffolk,Massachusetts,25025.0,1,0.0
153,2020-02-13,Suffolk,Massachusetts,25025.0,1,0.0
164,2020-02-14,Suffolk,Massachusetts,25025.0,1,0.0
175,2020-02-15,Suffolk,Massachusetts,25025.0,1,0.0
186,2020-02-16,Suffolk,Massachusetts,25025.0,1,0.0
197,2020-02-17,Suffolk,Massachusetts,25025.0,1,0.0
209,2020-02-18,Suffolk,Massachusetts,25025.0,1,0.0
221,2020-02-19,Suffolk,Massachusetts,25025.0,1,0.0
234,2020-02-20,Suffolk,Massachusetts,25025.0,1,0.0
248,2020-02-21,Suffolk,Massachusetts,25025.0,1,0.0
262,2020-02-22,Suffolk,Massachusetts,25025.0,1,0.0
276,2020-02-23,Suffolk,Massachusetts,25025.0,1,0.0
291,2020-02-24,Suffolk,Massachusetts,25025.0,1,0.0
307,2020-02-25,Suffolk,Massachusetts,25025.0,1,0.0
327,2020-02-26,Suffolk,Massachusetts,25025.0,1,0.0
347,2020-02-27,Suffolk,Massachusetts,25025.0,1,0.0
367,2020-02-28,Suffolk,Massachusetts,25025.0,1,0.0
389,2020-02-29,Suffolk,Massachusetts,25025.0,1,0.0
414,2020-03-01,Suffolk,Massachusetts,25025.0,1,0.0
444,2020-03-02,Norfolk,Massachusetts,25021.0,1,0.0
445,2020-03-02,Suffolk,Massachusetts,25025.0,1,0.0
478,2020-03-03,Norfolk,Massachusetts,25021.0,1,0.0
479,2020-03-03,Suffolk,Massachusetts,25025.0,1,0.0
513,2020-03-04,Norfolk,Massachusetts,25021.0,1,0.0
514,2020-03-04,Suffolk,Massachusetts,25025.0,1,0.0
556,2020-03-05,Middlesex,Massachusetts,25017.0,1,0.0
557,2020-03-05,Norfolk,Massachusetts,25021.0,1,0.0
558,2020-03-05,Suffolk,Massachusetts,25025.0,1,0.0
616,2020-03-06,Middlesex,Massachusetts,25017.0,1,0.0
617,2020-03-06,Norfolk,Massachusetts,25021.0,3,0.0
618,2020-03-06,Suffolk,Massachusetts,25025.0,4,0.0
701,2020-03-07,Berkshire,Massachusetts,25003.0,1,0.0
702,2020-03-07,Middlesex,Massachusetts,25017.0,5,0.0
703,2020-03-07,Norfolk,Massachusetts,25021.0,3,0.0
704,2020-03-07,Suffolk,Massachusetts,25025.0,4,0.0
803,2020-03-08,Berkshire,Massachusetts,25003.0,1,0.0
804,2020-03-08,Middlesex,Massachusetts,25017.0,10,0.0
805,2020-03-08,Norfolk,Massachusetts,25021.0,7,0.0
806,2020-03-08,Suffolk,Massachusetts,25025.0,9,0.0
807,2020-03-08,Worcester,Massachusetts,25027.0,1,0.0
927,2020-03-09,Berkshire,Massachusetts,25003.0,5,0.0
928,2020-03-09,Middlesex,Massachusetts,25017.0,15,0.0
929,2020-03-09,Norfolk,Massachusetts,25021.0,10,0.0
930,2020-03-09,Suffolk,Massachusetts,25025.0,10,0.0
931,2020-03-09,Worcester,Massachusetts,25027.0,1,0.0
1073,2020-03-10,Berkshire,Massachusetts,25003.0,7,0.0
1074,2020-03-10,Essex,Massachusetts,25009.0,1,0.0
1075,2020-03-10,Middlesex,Massachusetts,25017.0,41,0.0
1076,2020-03-10,Norfolk,Massachusetts,25021.0,22,0.0
1077,2020-03-10,Suffolk,Massachusetts,25025.0,20,0.0
1078,2020-03-10,Worcester,Massachusetts,25027.0,1,0.0
1253,2020-03-11,Berkshire,Massachusetts,25003.0,9,0.0
1254,2020-03-11,Essex,Massachusetts,25009.0,1,0.0
1255,2020-03-11,Middlesex,Massachusetts,25017.0,41,0.0
1256,2020-03-11,Norfolk,Massachusetts,25021.0,22,0.0
1257,2020-03-11,Suffolk,Massachusetts,25025.0,20,0.0
1258,2020-03-11,Worcester,Massachusetts,25027.0,2,0.0
1471,2020-03-12,Berkshire,Massachusetts,25003.0,9,0.0
1472,2020-03-12,Essex,Massachusetts,25009.0,2,0.0
1473,2020-03-12,Middlesex,Massachusetts,25017.0,49,0.0
1474,2020-03-12,Norfolk,Massachusetts,25021.0,24,0.0
1475,2020-03-12,Suffolk,Massachusetts,25025.0,22,0.0
1476,2020-03-12,Worcester,Massachusetts,25027.0,2,0.0
1750,2020-03-13,Berkshire,Massachusetts,25003.0,9,0.0
1751,2020-03-13,Essex,Massachusetts,25009.0,2,0.0
1752,2020-03-13,Middlesex,Massachusetts,25017.0,60,0.0
1753,2020-03-13,Norfolk,Massachusetts,25021.0,24,0.0
1754,2020-03-13,Suffolk,Massachusetts,25025.0,26,0.0
1755,2020-03-13,Worcester,Massachusetts,25027.0,2,0.0
2091,2020-03-14,Barnstable,Massachusetts,25001.0,1,0.0
2092,2020-03-14,Berkshire,Massachusetts,25003.0,9,0.0
2093,2020-03-14,Bristol,Massachusetts,25005.0,1,0.0
2094,2020-03-14,Essex,Massachusetts,25009.0,5,0.0
2095,2020-03-14,Middlesex,Massachusetts,25017.0,65,0.0
2096,2020-03-14,Norfolk,Massachusetts,25021.0,28,0.0
2097,2020-03-14,Suffolk,Massachusetts,25025.0,27,0.0
2098,2020-03-14,Worcester,Massachusetts,25027.0,2,0.0
2492,2020-03-15,Barnstable,Massachusetts,25001.0,1,0.0
2493,2020-03-15,Berkshire,Massachusetts,25003.0,9,0.0
2494,2020-03-15,Bristol,Massachusetts,25005.0,1,0.0
2495,2020-03-15,Essex,Massachusetts,25009.0,6,0.0
2496,2020-03-15,Hampden,Massachusetts,25013.0,1,0.0
2497,2020-03-15,Middlesex,Massachusetts,25017.0,75,0.0
2498,2020-03-15,Norfolk,Massachusetts,25021.0,31,0.0
2499,2020-03-15,Plymouth,Massachusetts,25023.0,3,0.0
2500,2020-03-15,Suffolk,Massachusetts,25025.0,31,0.0
2501,2020-03-15,Worcester,Massachusetts,25027.0,6,0.0
2941,2020-03-16,Barnstable,Massachusetts,25001.0,1,0.0
2942,2020-03-16,Berkshire,Massachusetts,25003.0,11,0.0
2943,2020-03-16,Bristol,Massachusetts,25005.0,2,0.0
2944,2020-03-16,Essex,Massachusetts,25009.0,7,0.0
2945,2020-03-16,Hampden,Massachusetts,25013.0,1,0.0
2946,2020-03-16,Middlesex,Massachusetts,25017.0,83,0.0
2947,2020-03-16,Norfolk,Massachusetts,25021.0,36,0.0
2948,2020-03-16,Plymouth,Massachusetts,25023.0,5,0.0
2949,2020-03-16,Suffolk,Massachusetts,25025.0,42,0.0
2950,2020-03-16,Unknown,Massachusetts,,1,0.0
2951,2020-03-16,Worcester,Massachusetts,25027.0,8,0.0
3442,2020-03-17,Barnstable,Massachusetts,25001.0,2,0.0
3443,2020-03-17,Berkshire,Massachusetts,25003.0,14,0.0
3444,2020-03-17,Bristol,Massachusetts,25005.0,5,0.0
3445,2020-03-17,Essex,Massachusetts,25009.0,8,0.0
3446,2020-03-17,Hampden,Massachusetts,25013.0,1,0.0
3447,2020-03-17,Middlesex,Massachusetts,25017.0,89,0.0
3448,2020-03-17,Norfolk,Massachusetts,25021.0,43,0.0
3449,2020-03-17,Plymouth,Massachusetts,25023.0,5,0.0
3450,2020-03-17,Suffolk,Massachusetts,25025.0,42,0.0
3451,2020-03-17,Unknown,Massachusetts,,1,0.0
3452,2020-03-17,Worcester,Massachusetts,25027.0,8,0.0
4024,2020-03-18,Barnstable,Massachusetts,25001.0,2,0.0
4025,2020-03-18,Berkshire,Massachusetts,25003.0,17,0.0
4026,2020-03-18,Bristol,Massachusetts,25005.0,5,0.0
4027,2020-03-18,Essex,Massachusetts,25009.0,14,0.0
4028,2020-03-18,Franklin,Massachusetts,25011.0,1,0.0
4029,2020-03-18,Hampden,Massachusetts,25013.0,2,0.0
4030,2020-03-18,Middlesex,Massachusetts,25017.0,100,0.0
4031,2020-03-18,Norfolk,Massachusetts,25021.0,45,0.0
4032,2020-03-18,Plymouth,Massachusetts,25023.0,5,0.0
4033,2020-03-18,Suffolk,Massachusetts,25025.0,51,0.0
4034,2020-03-18,Unknown,Massachusetts,,4,0.0
4035,2020-03-18,Worcester,Massachusetts,25027.0,10,0.0
4728,2020-03-19,Barnstable,Massachusetts,25001.0,5,0.0
4729,2020-03-19,Berkshire,Massachusetts,25003.0,18,0.0
4730,2020-03-19,Bristol,Massachusetts,25005.0,6,0.0
4731,2020-03-19,Essex,Massachusetts,25009.0,19,0.0
4732,2020-03-19,Franklin,Massachusetts,25011.0,1,0.0
4733,2020-03-19,Hampden,Massachusetts,25013.0,3,0.0
4734,2020-03-19,Hampshire,Massachusetts,25015.0,1,0.0
4735,2020-03-19,Middlesex,Massachusetts,25017.0,119,0.0
4736,2020-03-19,Norfolk,Massachusetts,25021.0,52,0.0
4737,2020-03-19,Plymouth,Massachusetts,25023.0,5,0.0
4738,2020-03-19,Suffolk,Massachusetts,25025.0,72,0.0
4739,2020-03-19,Unknown,Massachusetts,,13,0.0
4740,2020-03-19,Worcester,Massachusetts,25027.0,14,0.0
5547,2020-03-20,Barnstable,Massachusetts,25001.0,9,0.0
5548,2020-03-20,Berkshire,Massachusetts,25003.0,20,0.0
5549,2020-03-20,Bristol,Massachusetts,25005.0,6,0.0
5550,2020-03-20,Essex,Massachusetts,25009.0,29,0.0
5551,2020-03-20,Franklin,Massachusetts,25011.0,1,0.0
5552,2020-03-20,Hampden,Massachusetts,25013.0,3,0.0
5553,2020-03-20,Hampshire,Massachusetts,25015.0,2,0.0
5554,2020-03-20,Middlesex,Massachusetts,25017.0,144,0.0
5555,2020-03-20,Norfolk,Massachusetts,25021.0,64,0.0
5556,2020-03-20,Plymouth,Massachusetts,25023.0,11,0.0
5557,2020-03-20,Suffolk,Massachusetts,25025.0,87,1.0
5558,2020-03-20,Unknown,Massachusetts,,18,0.0
5559,2020-03-20,Worcester,Massachusetts,25027.0,19,0.0
6506,2020-03-21,Barnstable,Massachusetts,25001.0,11,0.0
6507,2020-03-21,Berkshire,Massachusetts,25003.0,21,0.0
6508,2020-03-21,Bristol,Massachusetts,25005.0,14,0.0
6509,2020-03-21,Essex,Massachusetts,25009.0,41,0.0
6510,2020-03-21,Franklin,Massachusetts,25011.0,2,0.0
6511,2020-03-21,Hampden,Massachusetts,25013.0,9,0.0
6512,2020-03-21,Hampshire,Massachusetts,25015.0,2,0.0
6513,2020-03-21,Middlesex,Massachusetts,25017.0,177,1.0
6514,2020-03-21,Nantucket,Massachusetts,25019.0,1,0.0
6515,2020-03-21,Norfolk,Massachusetts,25021.0,69,0.0
6516,2020-03-21,Plymouth,Massachusetts,25023.0,20,0.0
6517,2020-03-21,Suffolk,Massachusetts,25025.0,108,1.0
6518,2020-03-21,Unknown,Massachusetts,,26,0.0
6519,2020-03-21,Worcester,Massachusetts,25027.0,24,0.0
7583,2020-03-22,Barnstable,Massachusetts,25001.0,24,0.0
7584,2020-03-22,Berkshire,Massachusetts,25003.0,23,1.0
7585,2020-03-22,Bristol,Massachusetts,25005.0,24,0.0
7586,2020-03-22,Essex,Massachusetts,25009.0,60,0.0
7587,2020-03-22,Franklin,Massachusetts,25011.0,2,0.0
7588,2020-03-22,Hampden,Massachusetts,25013.0,12,1.0
7589,2020-03-22,Hampshire,Massachusetts,25015.0,4,0.0
7590,2020-03-22,Middlesex,Massachusetts,25017.0,199,1.0
7591,2020-03-22,Nantucket,Massachusetts,25019.0,1,0.0
7592,2020-03-22,Norfolk,Massachusetts,25021.0,75,0.0
7593,2020-03-22,Plymouth,Massachusetts,25023.0,25,0.0
7594,2020-03-22,Suffolk,Massachusetts,25025.0,126,2.0
7595,2020-03-22,Unknown,Massachusetts,,34,0.0
7596,2020-03-22,Worcester,Massachusetts,25027.0,37,0.0
8755,2020-03-23,Barnstable,Massachusetts,25001.0,30,0.0
8756,2020-03-23,Berkshire,Massachusetts,25003.0,26,1.0
8757,2020-03-23,Bristol,Massachusetts,25005.0,25,0.0
8758,2020-03-23,Essex,Massachusetts,25009.0,73,1.0
8759,2020-03-23,Franklin,Massachusetts,25011.0,2,0.0
8760,2020-03-23,Hampden,Massachusetts,25013.0,15,1.0
8761,2020-03-23,Hampshire,Massachusetts,25015.0,6,0.0
8762,2020-03-23,Middlesex,Massachusetts,25017.0,232,1.0
8763,2020-03-23,Nantucket,Massachusetts,25019.0,1,0.0
8764,2020-03-23,Norfolk,Massachusetts,25021.0,82,1.0
8765,2020-03-23,Plymouth,Massachusetts,25023.0,32,0.0
8766,2020-03-23,Suffolk,Massachusetts,25025.0,154,3.0
8767,2020-03-23,Unknown,Massachusetts,,57,0.0
8768,2020-03-23,Worcester,Massachusetts,25027.0,42,1.0
10044,2020-03-24,Barnstable,Massachusetts,25001.0,40,0.0
10045,2020-03-24,Berkshire,Massachusetts,25003.0,37,2.0
10046,2020-03-24,Bristol,Massachusetts,25005.0,31,0.0
10047,2020-03-24,Essex,Massachusetts,25009.0,118,1.0
10048,2020-03-24,Franklin,Massachusetts,25011.0,5,0.0
10049,2020-03-24,Hampden,Massachusetts,25013.0,24,1.0
10050,2020-03-24,Hampshire,Massachusetts,25015.0,8,0.0
10051,2020-03-24,Middlesex,Massachusetts,25017.0,304,2.0
10052,2020-03-24,Nantucket,Massachusetts,25019.0,2,0.0
10053,2020-03-24,Norfolk,Massachusetts,25021.0,129,1.0
10054,2020-03-24,Plymouth,Massachusetts,25023.0,64,0.0
10055,2020-03-24,Suffolk,Massachusetts,25025.0,234,3.0
10056,2020-03-24,Unknown,Massachusetts,,90,0.0
10057,2020-03-24,Worcester,Massachusetts,25027.0,73,1.0
11455,2020-03-25,Barnstable,Massachusetts,25001.0,51,1.0
11456,2020-03-25,Berkshire,Massachusetts,25003.0,71,2.0
11457,2020-03-25,Bristol,Massachusetts,25005.0,67,0.0
11458,2020-03-25,Dukes,Massachusetts,25007.0,1,0.0
11459,2020-03-25,Essex,Massachusetts,25009.0,177,1.0
11460,2020-03-25,Franklin,Massachusetts,25011.0,14,0.0
11461,2020-03-25,Hampden,Massachusetts,25013.0,45,1.0
11462,2020-03-25,Hampshire,Massachusetts,25015.0,11,0.0
11463,2020-03-25,Middlesex,Massachusetts,25017.0,446,2.0
11464,2020-03-25,Nantucket,Massachusetts,25019.0,2,0.0
11465,2020-03-25,Norfolk,Massachusetts,25021.0,222,2.0
11466,2020-03-25,Plymouth,Massachusetts,25023.0,101,0.0
11467,2020-03-25,Suffolk,Massachusetts,25025.0,342,3.0
11468,2020-03-25,Unknown,Massachusetts,,159,0.0
11469,2020-03-25,Worcester,Massachusetts,25027.0,129,3.0
13036,2020-03-26,Barnstable,Massachusetts,25001.0,67,1.0
13037,2020-03-26,Berkshire,Massachusetts,25003.0,73,2.0
13038,2020-03-26,Bristol,Massachusetts,25005.0,90,0.0
13039,2020-03-26,Dukes,Massachusetts,25007.0,1,0.0
13040,2020-03-26,Essex,Massachusetts,25009.0,247,3.0
13041,2020-03-26,Franklin,Massachusetts,25011.0,16,1.0
13042,2020-03-26,Hampden,Massachusetts,25013.0,55,2.0
13043,2020-03-26,Hampshire,Massachusetts,25015.0,17,0.0
13044,2020-03-26,Middlesex,Massachusetts,25017.0,538,5.0
13045,2020-03-26,Nantucket,Massachusetts,25019.0,2,0.0
13046,2020-03-26,Norfolk,Massachusetts,25021.0,292,3.0
13047,2020-03-26,Plymouth,Massachusetts,25023.0,138,0.0
13048,2020-03-26,Suffolk,Massachusetts,25025.0,448,4.0
13049,2020-03-26,Unknown,Massachusetts,,267,0.0
13050,2020-03-26,Worcester,Massachusetts,25027.0,166,4.0
14744,2020-03-27,Barnstable,Massachusetts,25001.0,100,2.0
14745,2020-03-27,Berkshire,Massachusetts,25003.0,105,4.0
14746,2020-03-27,Bristol,Massachusetts,25005.0,129,1.0
14747,2020-03-27,Dukes,Massachusetts,25007.0,1,0.0
14748,2020-03-27,Essex,Massachusetts,25009.0,350,3.0
14749,2020-03-27,Franklin,Massachusetts,25011.0,24,2.0
14750,2020-03-27,Hampden,Massachusetts,25013.0,90,2.0
14751,2020-03-27,Hampshire,Massachusetts,25015.0,20,0.0
14752,2020-03-27,Middlesex,Massachusetts,25017.0,685,6.0
14753,2020-03-27,Nantucket,Massachusetts,25019.0,2,0.0
14754,2020-03-27,Norfolk,Massachusetts,25021.0,393,7.0
14755,2020-03-27,Plymouth,Massachusetts,25023.0,187,0.0
14756,2020-03-27,Suffolk,Massachusetts,25025.0,631,4.0
14757,2020-03-27,Unknown,Massachusetts,,304,0.0
14758,2020-03-27,Worcester,Massachusetts,25027.0,219,4.0
16564,2020-03-28,Barnstable,Massachusetts,25001.0,133,2.0
16565,2020-03-28,Berkshire,Massachusetts,25003.0,119,4.0
16566,2020-03-28,Bristol,Massachusetts,25005.0,179,1.0
16567,2020-03-28,Dukes,Massachusetts,25007.0,1,0.0
16568,2020-03-28,Essex,Massachusetts,25009.0,472,4.0
16569,2020-03-28,Franklin,Massachusetts,25011.0,39,2.0
16570,2020-03-28,Hampden,Massachusetts,25013.0,183,5.0
16571,2020-03-28,Hampshire,Massachusetts,25015.0,30,0.0
16572,2020-03-28,Middlesex,Massachusetts,25017.0,842,6.0
16573,2020-03-28,Nantucket,Massachusetts,25019.0,5,0.0
16574,2020-03-28,Norfolk,Massachusetts,25021.0,490,9.0
16575,2020-03-28,Plymouth,Massachusetts,25023.0,272,0.0
16576,2020-03-28,Suffolk,Massachusetts,25025.0,843,5.0
16577,2020-03-28,Unknown,Massachusetts,,358,0.0
16578,2020-03-28,Worcester,Massachusetts,25027.0,291,6.0
18479,2020-03-29,Barnstable,Massachusetts,25001.0,148,2.0
18480,2020-03-29,Berkshire,Massachusetts,25003.0,151,5.0
18481,2020-03-29,Bristol,Massachusetts,25005.0,208,1.0
18482,2020-03-29,Dukes,Massachusetts,25007.0,1,0.0
18483,2020-03-29,Essex,Massachusetts,25009.0,570,5.0
18484,2020-03-29,Franklin,Massachusetts,25011.0,41,2.0
18485,2020-03-29,Hampden,Massachusetts,25013.0,201,5.0
18486,2020-03-29,Hampshire,Massachusetts,25015.0,37,0.0
18487,2020-03-29,Middlesex,Massachusetts,25017.0,981,7.0
18488,2020-03-29,Nantucket,Massachusetts,25019.0,5,0.0
18489,2020-03-29,Norfolk,Massachusetts,25021.0,548,10.0
18490,2020-03-29,Plymouth,Massachusetts,25023.0,325,0.0
18491,2020-03-29,Suffolk,Massachusetts,25025.0,940,5.0
18492,2020-03-29,Unknown,Massachusetts,,462,0.0
18493,2020-03-29,Worcester,Massachusetts,25027.0,337,6.0
20495,2020-03-30,Barnstable,Massachusetts,25001.0,173,2.0
20496,2020-03-30,Berkshire,Massachusetts,25003.0,162,5.0
20497,2020-03-30,Bristol,Massachusetts,25005.0,263,2.0
20498,2020-03-30,Dukes,Massachusetts,25007.0,1,0.0
20499,2020-03-30,Essex,Massachusetts,25009.0,653,7.0
20500,2020-03-30,Franklin,Massachusetts,25011.0,49,2.0
20501,2020-03-30,Hampden,Massachusetts,25013.0,255,5.0
20502,2020-03-30,Hampshire,Massachusetts,25015.0,46,0.0
20503,2020-03-30,Middlesex,Massachusetts,25017.0,1141,9.0
20504,2020-03-30,Nantucket,Massachusetts,25019.0,5,0.0
20505,2020-03-30,Norfolk,Massachusetts,25021.0,628,11.0
20506,2020-03-30,Plymouth,Massachusetts,25023.0,380,0.0
20507,2020-03-30,Suffolk,Massachusetts,25025.0,1115,7.0
20508,2020-03-30,Unknown,Massachusetts,,491,0.0
20509,2020-03-30,Worcester,Massachusetts,25027.0,390,6.0
22604,2020-03-31,Barnstable,Massachusetts,25001.0,191,2.0
22605,2020-03-31,Berkshire,Massachusetts,25003.0,171,6.0
22606,2020-03-31,Bristol,Massachusetts,25005.0,306,2.0
22607,2020-03-31,Dukes,Massachusetts,25007.0,1,0.0
22608,2020-03-31,Essex,Massachusetts,25009.0,784,13.0
22609,2020-03-31,Franklin,Massachusetts,25011.0,61,4.0
22610,2020-03-31,Hampden,Massachusetts,25013.0,354,12.0
22611,2020-03-31,Hampshire,Massachusetts,25015.0,69,1.0
22612,2020-03-31,Middlesex,Massachusetts,25017.0,1340,18.0
22613,2020-03-31,Nantucket,Massachusetts,25019.0,5,0.0
22614,2020-03-31,Norfolk,Massachusetts,25021.0,738,13.0
22615,2020-03-31,Plymouth,Massachusetts,25023.0,459,2.0
22616,2020-03-31,Suffolk,Massachusetts,25025.0,1373,8.0
22617,2020-03-31,Unknown,Massachusetts,,335,0.0
22618,2020-03-31,Worcester,Massachusetts,25027.0,433,8.0
24783,2020-04-01,Barnstable,Massachusetts,25001.0,255,3.0
24784,2020-04-01,Berkshire,Massachusetts,25003.0,183,6.0
24785,2020-04-01,Bristol,Massachusetts,25005.0,366,3.0
24786,2020-04-01,Dukes,Massachusetts,25007.0,1,0.0
24787,2020-04-01,Essex,Massachusetts,25009.0,885,18.0
24788,2020-04-01,Franklin,Massachusetts,25011.0,72,7.0
24789,2020-04-01,Hampden,Massachusetts,25013.0,475,17.0
24790,2020-04-01,Hampshire,Massachusetts,25015.0,81,1.0
24791,2020-04-01,Middlesex,Massachusetts,25017.0,1582,21.0
24792,2020-04-01,Nantucket,Massachusetts,25019.0,5,0.0
24793,2020-04-01,Norfolk,Massachusetts,25021.0,829,16.0
24794,2020-04-01,Plymouth,Massachusetts,25023.0,561,5.0
24795,2020-04-01,Suffolk,Massachusetts,25025.0,1624,15.0
24796,2020-04-01,Unknown,Massachusetts,,256,0.0
24797,2020-04-01,Worcester,Massachusetts,25027.0,563,10.0
27035,2020-04-02,Barnstable,Massachusetts,25001.0,283,3.0
27036,2020-04-02,Berkshire,Massachusetts,25003.0,213,7.0
27037,2020-04-02,Bristol,Massachusetts,25005.0,424,3.0
27038,2020-04-02,Dukes,Massachusetts,25007.0,5,0.0
27039,2020-04-02,Essex,Massachusetts,25009.0,1039,19.0
27040,2020-04-02,Franklin,Massachusetts,25011.0,85,8.0
27041,2020-04-02,Hampden,Massachusetts,25013.0,546,20.0
27042,2020-04-02,Hampshire,Massachusetts,25015.0,102,2.0
27043,2020-04-02,Middlesex,Massachusetts,25017.0,1870,29.0
27044,2020-04-02,Nantucket,Massachusetts,25019.0,7,0.0
27045,2020-04-02,Norfolk,Massachusetts,25021.0,938,22.0
27046,2020-04-02,Plymouth,Massachusetts,25023.0,621,6.0
27047,2020-04-02,Suffolk,Massachusetts,25025.0,1896,21.0
27048,2020-04-02,Unknown,Massachusetts,,270,0.0
27049,2020-04-02,Worcester,Massachusetts,25027.0,667,14.0
29353,2020-04-03,Barnstable,Massachusetts,25001.0,314,6.0
29354,2020-04-03,Berkshire,Massachusetts,25003.0,240,7.0
29355,2020-04-03,Bristol,Massachusetts,25005.0,517,4.0
29356,2020-04-03,Dukes,Massachusetts,25007.0,7,0.0
29357,2020-04-03,Essex,Massachusetts,25009.0,1238,24.0
29358,2020-04-03,Franklin,Massachusetts,25011.0,89,11.0
29359,2020-04-03,Hampden,Massachusetts,25013.0,661,28.0
29360,2020-04-03,Hampshire,Massachusetts,25015.0,114,3.0
29361,2020-04-03,Middlesex,Massachusetts,25017.0,2202,39.0
29362,2020-04-03,Nantucket,Massachusetts,25019.0,9,0.0
29363,2020-04-03,Norfolk,Massachusetts,25021.0,1045,25.0
29364,2020-04-03,Plymouth,Massachusetts,25023.0,745,7.0
29365,2020-04-03,Suffolk,Massachusetts,25025.0,2183,23.0
29366,2020-04-03,Unknown,Massachusetts,,213,0.0
29367,2020-04-03,Worcester,Massachusetts,25027.0,825,15.0
31731,2020-04-04,Barnstable,Massachusetts,25001.0,330,6.0
31732,2020-04-04,Berkshire,Massachusetts,25003.0,253,10.0
31733,2020-04-04,Bristol,Massachusetts,25005.0,601,5.0
31734,2020-04-04,Dukes,Massachusetts,25007.0,7,0.0
31735,2020-04-04,Essex,Massachusetts,25009.0,1400,26.0
31736,2020-04-04,Franklin,Massachusetts,25011.0,95,12.0
31737,2020-04-04,Hampden,Massachusetts,25013.0,733,35.0
31738,2020-04-04,Hampshire,Massachusetts,25015.0,125,3.0
31739,2020-04-04,Middlesex,Massachusetts,25017.0,2468,39.0
31740,2020-04-04,Nantucket,Massachusetts,25019.0,9,0.0
31741,2020-04-04,Norfolk,Massachusetts,25021.0,1199,26.0
31742,2020-04-04,Plymouth,Massachusetts,25023.0,898,8.0
31743,2020-04-04,Suffolk,Massachusetts,25025.0,2429,28.0
31744,2020-04-04,Unknown,Massachusetts,,274,0.0
31745,2020-04-04,Worcester,Massachusetts,25027.0,915,18.0
34156,2020-04-05,Barnstable,Massachusetts,25001.0,347,6.0
34157,2020-04-05,Berkshire,Massachusetts,25003.0,258,13.0
34158,2020-04-05,Bristol,Massachusetts,25005.0,659,8.0
34159,2020-04-05,Dukes,Massachusetts,25007.0,8,0.0
34160,2020-04-05,Essex,Massachusetts,25009.0,1506,28.0
34161,2020-04-05,Franklin,Massachusetts,25011.0,100,12.0
34162,2020-04-05,Hampden,Massachusetts,25013.0,768,35.0
34163,2020-04-05,Hampshire,Massachusetts,25015.0,128,3.0
34164,2020-04-05,Middlesex,Massachusetts,25017.0,2632,42.0
34165,2020-04-05,Nantucket,Massachusetts,25019.0,9,0.0
34166,2020-04-05,Norfolk,Massachusetts,25021.0,1271,27.0
34167,2020-04-05,Plymouth,Massachusetts,25023.0,963,10.0
34168,2020-04-05,Suffolk,Massachusetts,25025.0,2658,29.0
34169,2020-04-05,Unknown,Massachusetts,,215,0.0
34170,2020-04-05,Worcester,Massachusetts,25027.0,978,18.0
36615,2020-04-06,Barnstable,Massachusetts,25001.0,383,7.0
36616,2020-04-06,Berkshire,Massachusetts,25003.0,268,13.0
36617,2020-04-06,Bristol,Massachusetts,25005.0,722,8.0
36618,2020-04-06,Dukes,Massachusetts,25007.0,8,0.0
36619,2020-04-06,Essex,Massachusetts,25009.0,1653,31.0
36620,2020-04-06,Franklin,Massachusetts,25011.0,107,13.0
36621,2020-04-06,Hampden,Massachusetts,25013.0,889,39.0
36622,2020-04-06,Hampshire,Massachusetts,25015.0,147,3.0
36623,2020-04-06,Middlesex,Massachusetts,25017.0,2950,48.0
36624,2020-04-06,Nantucket,Massachusetts,25019.0,9,0.0
36625,2020-04-06,Norfolk,Massachusetts,25021.0,1382,30.0
36626,2020-04-06,Plymouth,Massachusetts,25023.0,1067,14.0
36627,2020-04-06,Suffolk,Massachusetts,25025.0,2929,33.0
36628,2020-04-06,Unknown,Massachusetts,,246,2.0
36629,2020-04-06,Worcester,Massachusetts,25027.0,1077,19.0
39123,2020-04-07,Barnstable,Massachusetts,25001.0,405,10.0
39124,2020-04-07,Berkshire,Massachusetts,25003.0,278,18.0
39125,2020-04-07,Bristol,Massachusetts,25005.0,768,16.0
39126,2020-04-07,Dukes,Massachusetts,25007.0,9,0.0
39127,2020-04-07,Essex,Massachusetts,25009.0,1841,37.0
39128,2020-04-07,Franklin,Massachusetts,25011.0,118,17.0
39129,2020-04-07,Hampden,Massachusetts,25013.0,997,56.0
39130,2020-04-07,Hampshire,Massachusetts,25015.0,158,3.0
39131,2020-04-07,Middlesex,Massachusetts,25017.0,3187,69.0
39132,2020-04-07,Nantucket,Massachusetts,25019.0,9,0.0
39133,2020-04-07,Norfolk,Massachusetts,25021.0,1592,36.0
